,psi,psi,psi,psi,psi,kg,N,C,C,C,C,,s
P_INJECTOR,P_COMB_CHMBR,P_N2O_FLOW,P_N2_FLOW,P_RUN_TANK,L_RUN_TANK,L_THRUST,T_RUN_TANK,T_INJECTOR,T_COMB_CHMBR,T_POST_COMB,timestamp,seconds
196.6,-27.2,444.7,628.1,612.6,-0.4,124.9,21.0,21.9,32.5,-273.1,2025-02-08 11:30:44.816870,2657.448647
199.3,-27.1,447.1,627.9,612.5,-0.5,118.3,20.7,21.8,32.3,-273.1,2025-02-08 11:30:44.818715,2657.450492
198.9,-27.3,445.2,629.0,612.6,-0.5,120.3,20.4,22.2,32.1,-273.1,2025-02-08 11:30:44.821226,2657.453003
200.2,-27.0,444.1,628.6,612.1,-0.5,121.8,20.4,21.5,32.6,-273.1,2025-02-08 11:30:44.822812,2657.454589
197.3,-27.6,444.3,628.6,612.2,-0.5,120.6,20.1,21.3,33.3,-273.1,2025-02-08 11:30:44.825053,2657.45683
198.5,-28.0,446.6,627.1,611.9,-0.4,122.8,21.0,21.3,31.8,-273.1,2025-02-08 11:30:44.827986,2657.459763
199.5,-27.3,445.1,628.1,611.8,-0.5,122.0,20.7,21.7,33.0,-273.1,2025-02-08 11:30:44.829710,2657.461487
194.6,-27.2,444.3,627.5,611.9,-0.5,123.6,21.2,21.6,32.2,-273.1,2025-02-08 11:30:44.832091,2657.463868
198.2,-28.1,444.5,627.7,611.9,-0.5,120.0,20.5,21.8,32.5,-273.1,2025-02-08 11:30:44.834516,2657.466293
200.5,-27.5,443.4,628.3,611.5,-0.5,119.3,21.1,21.1,33.6,-273.1,2025-02-08 11:30:44.836142,2657.467919
201.2,-27.1,445.0,628.3,611.7,-0.4,122.5,21.0,21.5,32.7,-273.1,2025-02-08 11:30:44.838723,2657.4705
197.1,-26.8,444.4,627.9,611.3,-0.5,117.8,19.6,21.9,32.8,-273.1,2025-02-08 11:30:44.840452,2657.472229
199.6,-27.8,444.3,627.1,611.2,-0.5,118.0,20.1,21.2,32.0,-273.1,2025-02-08 11:30:44.842986,2657.474763
197.5,-27.1,444.9,626.9,610.9,-0.5,120.0,20.4,21.6,31.9,-273.1,2025-02-08 11:30:44.844652,2657.476429
196.7,-26.4,445.0,627.4,610.6,-0.5,121.5,20.4,21.5,32.5,-273.1,2025-02-08 11:30:44.847002,2657.478779
198.5,-27.3,444.7,627.6,610.3,-0.4,122.8,21.6,21.3,32.1,-273.1,2025-02-08 11:30:44.848837,2657.480614
197.5,-27.4,443.9,627.3,611.0,-0.5,119.7,21.0,21.1,32.1,-273.1,2025-02-08 11:30:44.851861,2657.483638
197.3,-28.6,443.7,627.8,611.0,-0.5,116.5,20.7,20.5,32.2,-273.1,2025-02-08 11:30:44.853859,2657.485636
196.2,-28.1,443.5,627.6,610.3,-0.4,119.0,21.0,22.0,32.3,-273.1,2025-02-08 11:30:44.856045,2657.487822
197.4,-27.1,444.8,628.2,609.8,-0.5,120.3,21.2,21.3,32.3,-273.1,2025-02-08 11:30:44.857953,2657.48973
195.3,-26.9,443.5,627.2,610.2,-0.5,119.5,21.2,20.9,32.2,-273.1,2025-02-08 11:30:44.860592,2657.492369
195.5,-26.2,445.2,626.9,610.0,-0.4,122.7,20.7,22.1,32.5,-273.1,2025-02-08 11:30:44.862369,2657.494146
197.5,-26.8,445.6,626.8,609.8,-0.4,119.3,21.0,21.8,32.9,-273.1,2025-02-08 11:30:44.864910,2657.496687
195.9,-26.2,444.3,626.8,609.6,-0.5,127.4,20.9,21.7,32.1,-273.1,2025-02-08 11:30:44.866546,2657.498323
197.4,-26.6,446.9,627.1,609.7,-0.4,120.0,20.4,20.3,31.9,-273.1,2025-02-08 11:30:44.869197,2657.500974
196.3,-27.3,444.9,627.4,609.2,-0.5,121.5,20.7,21.6,32.5,-273.1,2025-02-08 11:30:44.870870,2657.502647
196.0,-26.9,444.6,626.8,609.7,-0.6,119.0,21.1,21.5,32.0,-273.1,2025-02-08 11:30:44.872990,2657.504767
197.1,-26.3,446.1,626.6,609.5,-0.6,122.0,20.0,21.6,31.3,-273.1,2025-02-08 11:30:44.875975,2657.507752
195.5,-26.3,444.9,626.3,608.9,-0.4,119.0,20.2,21.0,32.2,-273.1,2025-02-08 11:30:44.877726,2657.509503
195.5,-27.8,445.1,626.9,609.0,-0.5,122.8,20.9,21.4,32.9,-273.1,2025-02-08 11:30:44.880038,2657.511815
196.4,-27.3,443.4,626.9,609.0,-0.5,116.4,20.0,21.5,32.6,-273.1,2025-02-08 11:30:44.882574,2657.514351
195.0,-27.2,444.3,626.3,609.0,-0.5,117.1,20.4,21.0,32.9,-273.1,2025-02-08 11:30:44.884119,2657.515896
194.3,-26.8,444.6,626.0,609.2,-0.5,118.6,20.4,22.0,32.5,-273.1,2025-02-08 11:30:44.886867,2657.518644
193.9,-26.8,444.9,627.1,608.5,-0.4,122.3,20.4,21.5,32.0,-273.1,2025-02-08 11:30:44.888409,2657.520186
195.8,-28.1,445.6,626.2,609.2,-0.5,117.2,20.6,21.8,32.8,-273.1,2025-02-08 11:30:44.890815,2657.522592
194.4,-26.6,444.6,626.7,609.7,-0.5,121.1,21.0,22.0,32.0,-273.1,2025-02-08 11:30:44.893196,2657.524973
192.3,-28.2,446.8,627.0,609.3,-0.5,123.6,21.3,21.1,33.0,-273.1,2025-02-08 11:30:44.894836,2657.526613
194.0,-27.0,446.4,626.9,608.9,-0.4,115.3,21.8,21.5,32.2,-273.1,2025-02-08 11:30:44.896914,2657.528691
194.2,-27.5,445.2,626.3,608.3,-0.5,124.8,21.3,21.5,32.6,-273.1,2025-02-08 11:30:44.899877,2657.531654
193.9,-25.8,444.4,626.6,609.0,-0.5,124.9,20.0,21.7,33.2,-273.1,2025-02-08 11:30:44.901838,2657.533615
193.2,-26.4,445.6,626.1,608.7,-0.6,116.4,20.0,21.8,32.2,-273.1,2025-02-08 11:30:44.903998,2657.535775
195.1,-27.0,445.7,626.2,608.8,-0.5,118.6,20.7,21.3,32.5,-273.1,2025-02-08 11:30:44.906499,2657.538276
191.5,-27.0,444.8,626.0,608.4,-0.5,121.4,20.5,21.6,32.9,-273.1,2025-02-08 11:30:44.908138,2657.539915
193.7,-28.2,445.0,626.2,608.3,-0.4,121.1,20.7,22.1,33.0,-273.1,2025-02-08 11:30:44.910808,2657.542585
193.4,-27.7,444.7,626.2,608.5,-0.4,114.7,20.5,21.7,32.8,-273.1,2025-02-08 11:30:44.912422,2657.544199
192.7,-27.6,445.5,625.6,607.9,-0.5,122.0,21.1,21.5,32.2,-273.1,2025-02-08 11:30:44.915007,2657.546784
193.9,-27.6,444.7,625.9,608.1,-0.4,123.6,21.0,21.3,32.5,-273.1,2025-02-08 11:30:44.916656,2657.548433
193.5,-26.8,445.1,625.4,607.9,-0.4,121.7,20.6,22.1,32.7,-273.1,2025-02-08 11:30:44.919040,2657.550817
190.7,-27.1,445.2,626.8,607.5,-0.5,119.5,21.5,21.6,32.5,-273.1,2025-02-08 11:30:44.920825,2657.552602
190.9,-27.0,445.1,625.4,607.1,-0.6,125.3,20.4,21.0,32.4,-273.1,2025-02-08 11:30:44.923838,2657.555615
191.2,-27.9,446.0,626.6,607.8,-0.4,124.3,20.7,21.3,32.6,-273.1,2025-02-08 11:30:44.925899,2657.557676
192.3,-26.6,444.9,625.9,607.7,-0.5,121.0,21.2,21.3,32.2,-273.1,2025-02-08 11:30:44.927984,2657.559761
190.0,-27.0,445.1,625.8,607.2,-0.5,123.0,20.0,21.7,32.5,-273.1,2025-02-08 11:30:44.930479,2657.562256
192.1,-27.8,444.2,625.1,607.4,-0.4,123.1,19.8,21.2,32.8,-273.1,2025-02-08 11:30:44.932165,2657.563942
190.6,-27.0,444.8,626.0,607.0,-0.6,126.1,20.4,21.1,32.8,-273.1,2025-02-08 11:30:44.934732,2657.566509
190.5,-27.2,445.9,625.1,607.2,-0.4,129.0,20.5,20.4,32.7,-273.1,2025-02-08 11:30:44.936504,2657.568281
190.1,-28.3,446.0,624.5,607.1,-0.4,120.8,20.7,21.4,32.8,-273.1,2025-02-08 11:30:44.939025,2657.570802
191.9,-27.5,445.3,625.4,606.3,-0.5,121.5,21.1,21.8,33.1,-273.1,2025-02-08 11:30:44.940656,2657.572433
191.6,-26.8,445.0,624.8,606.6,-0.6,124.3,21.0,21.1,32.5,-273.1,2025-02-08 11:30:44.943239,2657.575016
189.9,-28.3,445.3,625.4,606.4,-0.5,121.1,21.1,21.8,32.2,-273.1,2025-02-08 11:30:44.944874,2657.576651
191.9,-28.0,445.6,624.8,606.1,-0.5,122.8,20.7,21.5,33.3,-273.1,2025-02-08 11:30:44.947874,2657.579651
190.5,-26.9,445.7,624.8,605.9,-0.4,118.6,20.7,21.2,32.2,-273.1,2025-02-08 11:30:44.949851,2657.581628
191.4,-27.0,445.4,624.6,606.1,-0.4,122.1,21.2,19.9,32.6,-273.1,2025-02-08 11:30:44.952032,2657.583809
190.6,-26.9,445.0,625.4,605.9,-0.5,122.3,20.9,21.7,32.8,-273.1,2025-02-08 11:30:44.954322,2657.586099
189.0,-26.4,445.8,624.0,606.0,-0.5,113.3,21.0,21.7,33.6,-273.1,2025-02-08 11:30:44.956220,2657.587997
193.5,-27.1,445.4,624.5,605.5,-0.4,124.9,21.7,21.5,32.3,-273.1,2025-02-08 11:30:44.958687,2657.590464
192.5,-27.4,443.8,624.2,605.5,-0.6,120.2,20.7,22.0,33.3,-273.1,2025-02-08 11:30:44.960542,2657.592319
190.7,-27.8,445.0,624.2,605.6,-0.4,123.4,20.0,21.3,32.9,-273.1,2025-02-08 11:30:44.962984,2657.594761
189.3,-26.3,444.9,624.2,605.5,-0.5,119.0,20.8,22.0,32.9,-273.1,2025-02-08 11:30:44.964686,2657.596463
191.0,-26.1,447.3,624.4,605.5,-0.5,123.9,20.4,21.4,32.1,-273.1,2025-02-08 11:30:44.967011,2657.598788
189.8,-26.6,445.6,623.6,605.3,-0.5,118.7,20.5,21.7,33.6,-273.1,2025-02-08 11:30:44.968924,2657.600701
188.1,-27.8,446.1,623.2,604.0,-0.6,123.9,21.0,21.0,32.5,-273.1,2025-02-08 11:30:44.971903,2657.60368
188.1,-26.9,445.9,622.4,604.2,-0.5,123.4,20.4,21.2,33.4,-273.1,2025-02-08 11:30:44.973815,2657.605592
188.2,-27.5,445.3,622.2,604.2,-0.6,120.6,21.3,21.2,32.6,-273.1,2025-02-08 11:30:44.976040,2657.607817
187.1,-27.3,442.6,622.7,603.7,-0.5,120.8,20.3,21.3,33.6,-273.1,2025-02-08 11:30:44.978525,2657.610302
187.9,-27.4,445.6,622.7,603.9,-0.4,118.6,21.0,21.6,31.8,-273.1,2025-02-08 11:30:44.980120,2657.611897
188.9,-27.1,445.7,622.6,603.4,-0.6,130.1,21.0,21.7,32.5,-273.1,2025-02-08 11:30:44.982282,2657.614059
189.7,-27.4,444.2,622.4,603.0,-0.4,122.4,20.6,20.4,33.2,-273.1,2025-02-08 11:30:44.984839,2657.616616
189.8,-27.2,444.1,622.3,603.1,-0.5,124.0,20.3,21.3,33.0,-273.1,2025-02-08 11:30:44.986505,2657.618282
186.7,-27.8,445.3,622.6,603.3,-0.4,116.1,20.9,21.9,32.9,-273.1,2025-02-08 11:30:44.989053,2657.62083
187.4,-26.8,444.1,621.7,602.8,-0.5,120.3,21.1,21.6,32.5,-273.1,2025-02-08 11:30:44.990795,2657.622572
189.2,-27.3,446.4,621.8,602.6,-0.4,116.7,21.1,21.5,32.6,-273.1,2025-02-08 11:30:44.992914,2657.624691
189.9,-26.5,444.7,621.7,603.1,-0.5,123.0,20.6,21.7,33.0,-273.1,2025-02-08 11:30:44.995844,2657.627621
187.2,-26.8,445.4,621.8,603.2,-0.5,123.0,20.1,20.7,31.8,-273.1,2025-02-08 11:30:44.997884,2657.629661
187.6,-26.3,444.6,622.3,602.8,-0.4,120.3,20.5,20.9,32.2,-273.1,2025-02-08 11:30:45.000024,2657.631801
187.0,-27.5,446.2,622.8,602.4,-0.6,122.0,20.1,21.8,32.2,-273.1,2025-02-08 11:30:45.002266,2657.634043
186.9,-27.4,444.5,622.2,602.4,-0.5,123.0,21.0,21.4,32.8,-273.1,2025-02-08 11:30:45.004729,2657.636506
185.0,-26.6,444.3,622.0,601.7,-0.5,121.4,20.3,21.1,32.5,-273.1,2025-02-08 11:30:45.006239,2657.638016
186.7,-28.1,445.5,621.7,602.1,-0.5,120.2,20.6,21.2,33.0,-273.1,2025-02-08 11:30:45.008549,2657.640326
185.8,-26.6,445.4,622.1,602.0,-0.5,122.1,20.0,21.0,32.4,-273.1,2025-02-08 11:30:45.010977,2657.642754
185.8,-26.6,444.5,621.7,601.7,-0.6,123.0,20.8,22.1,32.7,-273.1,2025-02-08 11:30:45.012653,2657.64443
186.4,-27.1,444.2,620.7,601.7,-0.4,125.1,20.0,21.8,32.5,-273.1,2025-02-08 11:30:45.014894,2657.646671
185.9,-26.8,445.8,621.4,601.0,-0.4,122.7,20.0,21.4,32.9,-273.1,2025-02-08 11:30:45.017027,2657.648804
186.2,-28.4,444.4,621.0,601.3,-0.5,121.5,20.6,21.6,32.2,-273.1,2025-02-08 11:30:45.020023,2657.6518
183.6,-27.2,445.4,621.0,601.4,-0.5,118.6,20.4,21.8,32.5,-273.1,2025-02-08 11:30:45.021634,2657.653411
186.9,-26.7,444.3,622.1,600.7,-0.6,120.0,20.3,20.9,32.2,-273.1,2025-02-08 11:30:45.024046,2657.655823
183.4,-26.8,444.5,620.7,601.2,-0.5,121.7,20.6,21.9,33.0,-273.1,2025-02-08 11:30:45.026274,2657.658051
185.7,-27.3,443.6,621.5,601.1,-0.4,120.9,20.4,21.4,33.1,-273.1,2025-02-08 11:30:45.028638,2657.660415
186.1,-27.6,445.4,620.2,601.0,-0.5,115.8,20.4,21.4,33.0,-273.1,2025-02-08 11:30:45.030272,2657.662049
182.2,-27.1,444.7,620.5,601.0,-0.5,119.7,20.3,21.2,33.0,-273.1,2025-02-08 11:30:45.032873,2657.66465
184.0,-27.1,444.3,620.9,600.4,-0.6,119.0,21.1,21.1,32.7,-273.1,2025-02-08 11:30:45.034609,2657.666386
184.4,-28.5,444.7,620.5,600.2,-0.4,118.6,20.7,21.5,32.9,-273.1,2025-02-08 11:30:45.037174,2657.668951
182.6,-27.0,445.0,620.2,600.3,-0.5,116.1,20.8,20.9,32.5,-273.1,2025-02-08 11:30:45.038802,2657.670579
180.6,-26.6,444.7,619.9,599.9,-0.5,122.1,20.7,21.1,32.4,-273.1,2025-02-08 11:30:45.040926,2657.672703
184.0,-26.1,445.1,620.7,600.4,-0.6,121.5,20.7,21.3,33.3,-273.1,2025-02-08 11:30:45.043923,2657.6757
183.3,-27.1,445.8,620.5,600.1,-0.5,118.7,21.5,21.5,32.2,-273.1,2025-02-08 11:30:45.045720,2657.677497
182.5,-26.6,444.6,620.2,600.2,-0.5,120.0,20.1,20.8,32.9,-273.1,2025-02-08 11:30:45.047871,2657.679648
183.6,-27.9,445.1,620.2,599.8,-0.5,117.2,20.3,21.5,32.9,-273.1,2025-02-08 11:30:45.050243,2657.68202
182.7,-27.5,445.4,619.2,599.9,-0.5,115.6,20.0,21.1,32.5,-273.1,2025-02-08 11:30:45.052711,2657.684488
182.6,-27.8,444.8,620.9,600.4,-0.6,109.7,21.0,21.4,32.5,-273.1,2025-02-08 11:30:45.054237,2657.686014
183.4,-28.6,445.7,620.3,600.5,-0.5,114.4,20.6,21.5,32.6,-273.1,2025-02-08 11:30:45.056498,2657.688275
184.9,-27.6,447.0,620.0,600.5,-0.5,121.1,21.5,21.6,32.8,-273.1,2025-02-08 11:30:45.059033,2657.69081
182.0,-27.1,445.2,621.1,599.9,-0.4,118.3,20.4,20.9,33.0,-273.1,2025-02-08 11:30:45.060659,2657.692436
182.0,-27.1,446.1,620.5,599.7,-0.4,115.5,20.1,21.1,32.2,-273.1,2025-02-08 11:30:45.062775,2657.694552
181.7,-27.4,446.2,620.4,600.3,-0.5,123.1,20.6,21.9,32.8,-273.1,2025-02-08 11:30:45.065036,2657.696813
181.5,-27.4,445.4,620.4,599.9,-0.4,120.6,20.5,21.9,32.6,-273.1,2025-02-08 11:30:45.068037,2657.699814
182.4,-26.9,444.4,620.6,599.5,-0.5,121.5,20.4,21.8,32.5,-273.1,2025-02-08 11:30:45.069661,2657.701438
180.8,-26.9,446.5,620.3,599.6,-0.5,120.5,20.7,21.1,33.1,-273.1,2025-02-08 11:30:45.072048,2657.703825
181.9,-27.8,445.9,620.5,599.6,-0.5,112.4,21.1,21.7,33.2,-273.1,2025-02-08 11:30:45.074263,2657.70604
181.7,-28.0,444.1,619.9,599.5,-0.5,121.1,21.0,21.3,33.1,-273.1,2025-02-08 11:30:45.076612,2657.708389
181.1,-27.9,445.8,619.4,599.4,-0.5,118.1,20.4,21.0,32.8,-273.1,2025-02-08 11:30:45.078261,2657.710038
180.0,-26.3,444.6,619.9,599.0,-0.6,120.3,20.6,21.4,33.0,-273.1,2025-02-08 11:30:45.080818,2657.712595
179.2,-27.1,444.4,619.4,599.0,-0.5,120.9,20.4,21.4,32.2,-273.1,2025-02-08 11:30:45.082490,2657.714267
178.8,-27.0,443.9,620.0,598.4,-0.6,126.1,21.2,20.4,33.0,-273.1,2025-02-08 11:30:45.085050,2657.716827
179.9,-27.6,444.9,619.0,598.6,-0.5,123.1,21.4,20.7,33.2,-273.1,2025-02-08 11:30:45.086788,2657.718565
179.1,-27.3,444.6,619.4,598.6,-0.5,120.8,21.3,21.3,32.9,-273.1,2025-02-08 11:30:45.088974,2657.720751
180.4,-26.1,445.7,620.4,598.7,-0.5,122.4,20.6,21.0,33.9,-273.1,2025-02-08 11:30:45.091926,2657.723703
178.3,-27.0,446.0,619.5,598.8,-0.5,116.8,21.9,20.9,32.9,-273.1,2025-02-08 11:30:45.093764,2657.725541
182.2,-27.3,444.2,619.4,598.2,-0.4,115.8,20.3,21.9,33.2,-273.1,2025-02-08 11:30:45.095970,2657.727747
180.8,-25.9,445.3,620.5,598.4,-0.4,115.5,20.0,21.2,32.6,-273.1,2025-02-08 11:30:45.098470,2657.730247
180.5,-27.3,445.8,619.2,598.2,-0.5,111.8,21.6,21.7,32.9,-273.1,2025-02-08 11:30:45.100159,2657.731936
178.8,-26.1,445.5,619.0,598.4,-0.5,120.0,20.4,20.8,33.6,-273.1,2025-02-08 11:30:45.102791,2657.734568
180.5,-27.4,445.1,619.1,598.3,-0.5,114.7,20.1,21.5,33.4,-273.1,2025-02-08 11:30:45.104388,2657.736165
180.6,-27.2,447.0,618.5,598.1,-0.5,117.5,21.3,21.5,33.0,-273.1,2025-02-08 11:30:45.106987,2657.738764
180.1,-28.5,445.3,619.2,597.9,-0.4,114.0,20.0,21.6,32.9,-273.1,2025-02-08 11:30:45.108632,2657.740409
177.4,-27.6,445.9,619.0,597.7,-0.6,122.8,20.9,21.3,32.5,-273.1,2025-02-08 11:30:45.110900,2657.742677
178.1,-28.5,445.1,619.2,597.8,-0.5,116.7,20.9,21.4,33.0,-273.1,2025-02-08 11:30:45.112959,2657.744736
178.4,-27.8,444.6,618.7,597.4,-0.5,115.5,20.8,20.9,33.5,-273.1,2025-02-08 11:30:45.115854,2657.747631
177.9,-27.6,445.1,618.7,597.5,-0.5,118.4,20.5,21.2,32.6,-273.1,2025-02-08 11:30:45.117669,2657.749446
177.5,-27.9,446.3,619.2,597.2,-0.4,117.8,20.9,21.0,33.2,-273.1,2025-02-08 11:30:45.120023,2657.7518
178.3,-26.6,444.7,618.2,597.6,-0.4,114.4,20.5,21.3,33.1,-273.1,2025-02-08 11:30:45.122518,2657.754295
178.4,-27.4,445.4,617.8,597.2,-0.5,118.3,20.1,21.2,33.2,-273.1,2025-02-08 11:30:45.124090,2657.755867
179.6,-27.3,445.4,618.5,597.0,-0.5,120.0,20.7,21.2,32.8,-273.1,2025-02-08 11:30:45.126479,2657.758256
176.6,-27.5,445.8,618.3,596.6,-0.5,124.8,20.9,21.6,32.9,-273.1,2025-02-08 11:30:45.128815,2657.760592
177.2,-27.9,445.0,618.4,596.9,-0.5,120.5,20.4,21.5,31.9,-273.1,2025-02-08 11:30:45.130522,2657.762299
178.9,-27.3,446.5,617.8,596.8,-0.4,122.4,20.5,20.8,33.4,-273.1,2025-02-08 11:30:45.133177,2657.764954
177.8,-26.8,444.1,617.5,595.9,-0.5,119.0,20.4,21.3,31.8,-273.1,2025-02-08 11:30:45.134792,2657.766569
176.4,-27.1,444.4,616.5,595.7,-0.4,116.9,21.0,20.9,32.9,-273.1,2025-02-08 11:30:45.136876,2657.768653
178.5,-27.2,444.7,617.2,595.7,-0.3,120.0,20.6,20.7,33.1,-273.1,2025-02-08 11:30:45.139800,2657.771577
176.9,-27.6,445.1,616.8,595.7,-0.4,117.7,21.5,22.0,32.9,-273.1,2025-02-08 11:30:45.141744,2657.773521
176.1,-26.5,444.6,616.6,595.4,-0.6,119.2,20.4,21.4,32.8,-273.1,2025-02-08 11:30:45.144037,2657.775814
176.1,-26.2,445.3,616.8,595.6,-0.4,126.1,21.4,21.5,32.9,-273.1,2025-02-08 11:30:45.145978,2657.777755
174.8,-27.2,444.2,616.7,594.8,-0.5,114.1,21.4,21.5,32.7,-273.1,2025-02-08 11:30:45.148255,2657.780032
175.4,-25.2,443.9,616.5,594.8,-0.5,119.2,20.6,20.7,33.1,-273.1,2025-02-08 11:30:45.150702,2657.782479
177.4,-27.2,445.1,616.4,594.3,-0.5,118.9,19.6,21.1,33.4,-273.1,2025-02-08 11:30:45.152383,2657.78416
176.8,-27.4,445.4,616.7,594.4,-0.6,119.9,20.4,20.7,32.5,-273.1,2025-02-08 11:30:45.154946,2657.786723
177.7,-28.4,445.4,616.3,594.5,-0.5,122.7,20.7,21.2,33.1,-273.1,2025-02-08 11:30:45.156634,2657.788411
174.6,-26.4,444.6,615.0,593.9,-0.5,115.2,20.7,21.8,32.2,-273.1,2025-02-08 11:30:45.158856,2657.790633
174.8,-26.8,445.1,616.4,594.5,-0.5,116.7,21.0,21.7,32.7,-273.1,2025-02-08 11:30:45.160989,2657.792766
175.4,-26.8,444.7,616.0,594.3,-0.4,120.0,20.7,21.5,33.9,-273.1,2025-02-08 11:30:45.163933,2657.79571
175.0,-26.9,444.9,615.6,593.8,-0.5,114.6,20.0,21.2,32.7,-273.1,2025-02-08 11:30:45.165647,2657.797424
175.6,-27.8,442.7,616.8,594.0,-0.5,114.4,19.9,20.7,32.5,-273.1,2025-02-08 11:30:45.168030,2657.799807
174.8,-26.9,443.3,615.7,593.5,-0.5,116.5,19.7,21.6,32.7,-273.1,2025-02-08 11:30:45.170514,2657.802291
173.4,-27.1,445.8,615.2,594.0,-0.4,112.7,21.2,21.6,33.2,-273.1,2025-02-08 11:30:45.172067,2657.803844
176.5,-28.3,444.3,615.8,593.5,-0.5,116.7,20.4,21.4,32.8,-273.1,2025-02-08 11:30:45.174728,2657.806505
175.0,-26.9,445.1,615.5,593.4,-0.5,119.2,21.1,21.4,32.8,-273.1,2025-02-08 11:30:45.176435,2657.808212
174.4,-27.4,445.1,615.9,593.4,-0.4,113.7,21.5,21.7,32.9,-273.1,2025-02-08 11:30:45.178943,2657.81072
173.8,-26.5,443.8,615.7,593.4,-0.5,118.6,20.8,20.9,32.6,-273.1,2025-02-08 11:30:45.180641,2657.812418
175.2,-27.5,443.3,616.5,593.7,-0.4,115.9,20.1,21.1,32.8,-273.1,2025-02-08 11:30:45.183053,2657.81483
175.2,-27.4,445.4,615.3,593.2,-0.5,112.2,20.2,21.4,32.2,-273.1,2025-02-08 11:30:45.184860,2657.816637
176.1,-27.1,445.6,615.0,593.1,-0.5,115.2,21.1,21.5,32.6,-273.1,2025-02-08 11:30:45.187502,2657.819279
175.4,-26.2,443.7,616.1,592.6,-0.5,112.2,20.0,21.1,33.1,-273.1,2025-02-08 11:30:45.189611,2657.821388
172.9,-27.4,444.8,616.0,593.3,-0.5,118.7,20.1,20.8,33.2,-273.1,2025-02-08 11:30:45.191742,2657.823519
172.8,-28.1,443.7,615.9,592.5,-0.4,111.9,20.6,21.7,32.7,-273.1,2025-02-08 11:30:45.194125,2657.825902
173.5,-27.2,445.1,615.1,592.9,-0.5,110.2,20.5,20.8,32.9,-273.1,2025-02-08 11:30:45.196646,2657.828423
173.9,-28.7,444.6,614.0,592.3,-0.6,113.7,20.7,21.5,33.9,-273.1,2025-02-08 11:30:45.198258,2657.830035
173.4,-27.8,443.0,615.0,592.1,-0.4,120.5,21.5,21.4,32.5,-273.1,2025-02-08 11:30:45.200816,2657.832593
171.4,-28.0,445.4,614.8,592.3,-0.5,117.7,21.0,21.2,32.9,-273.1,2025-02-08 11:30:45.202582,2657.834359
171.8,-27.4,444.6,614.6,591.5,-0.4,108.3,21.7,21.1,33.3,-273.1,2025-02-08 11:30:45.205057,2657.836834
170.5,-27.1,444.7,614.7,591.9,-0.6,111.8,19.6,21.5,32.6,-273.1,2025-02-08 11:30:45.206801,2657.838578
170.6,-26.1,444.9,614.9,592.1,-0.6,118.3,21.3,20.7,32.8,-273.1,2025-02-08 11:30:45.208868,2657.840645
173.0,-26.8,444.2,614.6,591.8,-0.4,117.1,20.8,21.1,33.5,-273.1,2025-02-08 11:30:45.211746,2657.843523
171.6,-27.2,444.6,614.6,591.6,-0.5,115.2,21.6,21.3,33.2,-273.1,2025-02-08 11:30:45.213821,2657.845598
171.4,-26.8,445.2,614.5,591.6,-0.4,114.9,20.2,21.8,33.6,-273.1,2025-02-08 11:30:45.216066,2657.847843
173.8,-27.4,446.5,614.9,592.6,-0.5,114.7,21.0,21.8,33.4,-273.1,2025-02-08 11:30:45.218525,2657.850302
172.8,-27.3,445.1,614.8,592.7,-0.4,110.5,20.3,22.0,33.3,-273.1,2025-02-08 11:30:45.220100,2657.851877
171.6,-26.5,444.4,615.4,592.2,-0.5,113.6,20.4,20.7,33.2,-273.1,2025-02-08 11:30:45.222701,2657.854478
172.8,-26.8,446.5,615.3,592.1,-0.4,115.3,21.0,21.1,34.3,-273.1,2025-02-08 11:30:45.224486,2657.856263
173.6,-26.8,445.9,615.7,591.5,-0.4,108.8,20.4,21.8,33.4,-273.1,2025-02-08 11:30:45.227064,2657.858841
171.4,-26.8,445.9,615.0,592.3,-0.5,112.7,21.0,21.0,33.1,-273.1,2025-02-08 11:30:45.228633,2657.86041
172.7,-27.3,447.1,614.8,592.1,-0.5,111.9,21.2,20.9,33.2,-273.1,2025-02-08 11:30:45.230899,2657.862676
170.7,-27.8,444.7,614.7,591.5,-0.4,109.9,21.5,21.8,33.9,-273.1,2025-02-08 11:30:45.232969,2657.864746
171.1,-26.8,446.1,615.4,591.6,-0.5,119.6,20.9,21.2,33.8,-273.1,2025-02-08 11:30:45.235865,2657.867642
170.5,-26.8,446.1,614.6,592.0,-0.5,109.3,20.7,20.9,33.1,-273.1,2025-02-08 11:30:45.237644,2657.869421
173.2,-27.7,445.3,614.8,591.3,-0.5,111.2,21.1,21.1,33.1,-273.1,2025-02-08 11:30:45.240014,2657.871791
171.0,-27.1,445.3,615.5,591.3,-0.5,114.1,21.1,21.6,33.2,-273.1,2025-02-08 11:30:45.242194,2657.873971
170.8,-27.4,446.1,614.0,591.1,-0.5,113.3,20.4,21.8,33.2,-273.1,2025-02-08 11:30:45.244178,2657.875955
171.3,-26.9,445.7,614.5,591.0,-0.4,108.1,20.9,21.8,33.7,-273.1,2025-02-08 11:30:45.246664,2657.878441
170.1,-26.9,445.4,614.6,591.2,-0.5,114.9,20.5,21.0,33.6,-273.1,2025-02-08 11:30:45.248538,2657.880315
168.9,-27.3,445.6,613.5,590.9,-0.5,117.1,20.6,21.3,33.4,-273.1,2025-02-08 11:30:45.250955,2657.882732
